CÓD. DEP.,DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,GRUPO DE CULTIVO,SUBGRUPO DE CULTIVO,CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,CÓDIGO CULTIVO,NOMBRE CIENTIFICO,PERIODO,Área Sembrada(ha),Área Cosechada(ha),Producción(t),Rendimiento(t/ha),ESTADO FISICO PRODUCCION
5,ANTIOQUIA,5541,PEÑOL,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,270,250,30000,120,HORTALIZA FRESCA
5,ANTIOQUIA,5440,MARINILLA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,195,192,16320,85,HORTALIZA FRESCA
5,ANTIOQUIA,5318,GUARNE,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,160,80,8800,110,HORTALIZA FRESCA
5,ANTIOQUIA,5209,CONCORDIA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,120,70,1400,20,HORTALIZA FRESCA
5,ANTIOQUIA,5674,SAN VICENTE,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,70,52,5720,110,HORTALIZA FRESCA
5,ANTIOQUIA,5847,URRAO,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,56,20,2340,120,HORTALIZA FRESCA
5,ANTIOQUIA,5842,URAMITA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,50,5,60,12,HORTALIZA FRESCA
5,ANTIOQUIA,5001,MEDELLIN,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,46,42,4872,116,HORTALIZA FRESCA
5,ANTIOQUIA,5376,LA CEJA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,25,18,2160,120,HORTALIZA FRESCA
5,ANTIOQUIA,5756,SONSON,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,23,23,2990,130,HORTALIZA FRESCA
5,ANTIOQUIA,5079,BARBOSA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,20,18,1080,60,HORTALIZA FRESCA
5,ANTIOQUIA,5607,RETIRO,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,20,13,1560,120,HORTALIZA FRESCA
5,ANTIOQUIA,5148,CARMEN DE VIBORAL,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,15,11,880,80,HORTALIZA FRESCA
5,ANTIOQUIA,5368,JERICO,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,15,15,1350,90,HORTALIZA FRESCA
5,ANTIOQUIA,5665,SAN PEDRO DE URABA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,14,0,0,0,HORTALIZA FRESCA
5,ANTIOQUIA,5091,BETANIA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,14,15,1050,70,HORTALIZA FRESCA
5,ANTIOQUIA,5411,LIBORINA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,12,11,83,7.5,HORTALIZA FRESCA
5,ANTIOQUIA,5887,YARUMAL,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,12,5,105,21,HORTALIZA FRESCA
5,ANTIOQUIA,5055,ARGELIA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,12,4,640,160,HORTALIZA FRESCA
5,ANTIOQUIA,5282,FREDONIA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,11,9,1350,150,HORTALIZA FRESCA
5,ANTIOQUIA,5030,AMAGA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,8,7,182,26,HORTALIZA FRESCA
5,ANTIOQUIA,5847,URRAO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,7,6,44,8,HORTALIZA FRESCA
5,ANTIOQUIA,5361,ITUANGO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,7,5,200,40,HORTALIZA FRESCA
5,ANTIOQUIA,5134,CAMPAMENTO,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,7,6,600,100,HORTALIZA FRESCA
5,ANTIOQUIA,5679,SANTA BARBARA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,6,4,48,12,HORTALIZA FRESCA
5,ANTIOQUIA,5134,CAMPAMENTO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,6,5,50,10,HORTALIZA FRESCA
5,ANTIOQUIA,5125,CAICEDO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,6,4,60,15,HORTALIZA FRESCA
5,ANTIOQUIA,5088,BELLO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,6,4,62,16,HORTALIZA FRESCA
5,ANTIOQUIA,5034,ANDES,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,6,5,90,18,HORTALIZA FRESCA
5,ANTIOQUIA,5308,GIRARDOTA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,6,6,900,150,HORTALIZA FRESCA
5,ANTIOQUIA,5321,GUATAPE,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,6,5,950,190,HORTALIZA FRESCA
5,ANTIOQUIA,5809,TITIRIBI,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,5,2,24,16,HORTALIZA FRESCA
5,ANTIOQUIA,5234,DABEIBA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,5,5,100,20,HORTALIZA FRESCA
5,ANTIOQUIA,5240,EBEJICO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,5,5,150,30,HORTALIZA FRESCA
5,ANTIOQUIA,5313,GRANADA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,5,4,210,60,HORTALIZA FRESCA
5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,5,3,372,120,HORTALIZA FRESCA
5,ANTIOQUIA,5697,SANTUARIO,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,5,23,2530,110,HORTALIZA FRESCA
5,ANTIOQUIA,5347,HELICONIA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,4,2,48,24,HORTALIZA FRESCA
5,ANTIOQUIA,5467,MONTEBELLO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,3,0,0,0,HORTALIZA FRESCA
5,ANTIOQUIA,5858,VEGACHI,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,3,2,16,8,HORTALIZA FRESCA
5,ANTIOQUIA,5264,ENTRERRIOS,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,3,3,400,160,HORTALIZA FRESCA
5,ANTIOQUIA,5034,ANDES,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,3,4,600,150,HORTALIZA FRESCA
5,ANTIOQUIA,5306,GIRALDO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,2,0,0,0,HORTALIZA FRESCA
5,ANTIOQUIA,5306,GIRALDO,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,2,1,63,90,HORTALIZA FRESCA
5,ANTIOQUIA,5664,SAN PEDRO,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,2,1,105,95,HORTALIZA FRESCA
5,ANTIOQUIA,5284,FRONTINO,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,2,1,146,133,HORTALIZA FRESCA
5,ANTIOQUIA,5380,LA ESTRELLA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,1,1,5,5,HORTALIZA FRESCA
5,ANTIOQUIA,5809,TITIRIBI,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,1,0,9,90,HORTALIZA FRESCA
5,ANTIOQUIA,5315,GUADALUPE,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,1,1,18,30,HORTALIZA FRESCA
5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,1,0,45,150,HORTALIZA FRESCA
5,ANTIOQUIA,5483,NARIÑO,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,1,1,50,100,HORTALIZA FRESCA
5,ANTIOQUIA,5647,SAN ANDRES,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,1,1,55,110,HORTALIZA FRESCA
5,ANTIOQUIA,5576,PUEBLO RICO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,1,3,66,22,HORTALIZA FRESCA
5,ANTIOQUIA,5240,EBEJICO,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,1,1,70,70,HORTALIZA FRESCA
5,ANTIOQUIA,5150,CAROLINA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,1,1,84,140,HORTALIZA FRESCA
5,ANTIOQUIA,5206,CONCEPCION,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,1,1,100,100,HORTALIZA FRESCA
5,ANTIOQUIA,5364,JARDIN,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,1,3,177,59,HORTALIZA FRESCA
5,ANTIOQUIA,5237,DON MATIAS,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,1,3,330,110,HORTALIZA FRESCA
5,ANTIOQUIA,5364,JARDIN,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,1,5,950,190,HORTALIZA FRESCA
5,ANTIOQUIA,5819,TOLEDO,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,0,0,22,110,HORTALIZA FRESCA
5,ANTIOQUIA,5361,ITUANGO,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,0,0,36,120,HORTALIZA FRESCA
5,ANTIOQUIA,5789,TAMESIS,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,0,2,240,120,HORTALIZA FRESCA
8,ATLANTICO,8634,SABANAGRANDE,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,6,0,0,0,HORTALIZA FRESCA
8,ATLANTICO,8433,MALAMBO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,0,1,10,10,HORTALIZA FRESCA
8,ATLANTICO,8549,PIOJO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,0,6,30,5,HORTALIZA FRESCA
8,ATLANTICO,8685,SANTO TOMAS,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,0,5,90,20,HORTALIZA FRESCA
8,ATLANTICO,8606,REPELON,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,0,30,666,22,HORTALIZA FRESCA
15,BOYACA,15407,VILLA DE LEYVA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,90,20,600,30,HORTALIZA FRESCA
15,BOYACA,15776,SUTAMARCHAN,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,90,20,1100,55,HORTALIZA FRESCA
15,BOYACA,15638,SACHICA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,50,50,2850,57,HORTALIZA FRESCA
15,BOYACA,15696,SANTA SOFIA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,50,45,4500,100,HORTALIZA FRESCA
15,BOYACA,15638,SACHICA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,45,39,5460,140,HORTALIZA FRESCA
15,BOYACA,15808,TINJACA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,32,12,1080,90,HORTALIZA FRESCA
15,BOYACA,15491,NOBSA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,30,23,377,16.4,HORTALIZA FRESCA
15,BOYACA,15097,BOAVITA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,30,30,1800,60,HORTALIZA FRESCA
15,BOYACA,15600,RAQUIRA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,25,25,750,30,HORTALIZA FRESCA
15,BOYACA,15299,GARAGOA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,23,25,875,35,HORTALIZA FRESCA
15,BOYACA,15325,GUAYATA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,20,15,810,54,HORTALIZA FRESCA
15,BOYACA,15218,COVARACHIA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,20,17,850,50,HORTALIZA FRESCA
15,BOYACA,15469,MONIQUIRA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,18,18,540,30,HORTALIZA FRESCA
15,BOYACA,15798,TENZA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,18,14,1680,120,HORTALIZA FRESCA
15,BOYACA,15248,EL ESPINO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,15,9,108,12,HORTALIZA FRESCA
15,BOYACA,15806,TIBASOSA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,15,10,248,23.8,HORTALIZA FRESCA
15,BOYACA,15097,BOAVITA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,12,10,300,30,HORTALIZA FRESCA
15,BOYACA,15109,BUENAVISTA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,11,0,0,0,HORTALIZA FRESCA
15,BOYACA,15425,MACANAL,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,11,0,0,0,HORTALIZA FRESCA
15,BOYACA,15720,SATIVANORTE,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,10,7,196,28,HORTALIZA FRESCA
15,BOYACA,15380,LA CAPILLA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,10,8,210,28,HORTALIZA FRESCA
15,BOYACA,15798,TENZA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,10,15,420,28,HORTALIZA FRESCA
15,BOYACA,15673,SAN MATEO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,10,10,450,45,HORTALIZA FRESCA
15,BOYACA,15380,LA CAPILLA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,10,7,780,120,HORTALIZA FRESCA
15,BOYACA,15778,SUTATENZA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,10,8,1024,128,HORTALIZA FRESCA
15,BOYACA,15322,GUATEQUE,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,8,0,0,0,HORTALIZA FRESCA
15,BOYACA,15522,PANQUEBA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,8,4,160,40,HORTALIZA FRESCA
15,BOYACA,15646,SAMACA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,7,4,80,20,HORTALIZA FRESCA
15,BOYACA,15835,TURMEQUE,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,7,5,325,65,HORTALIZA FRESCA
15,BOYACA,15621,RONDON,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,6,4,160,40,HORTALIZA FRESCA
15,BOYACA,15455,MIRAFLORES,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,6,8,1050,140,HORTALIZA FRESCA
15,BOYACA,15322,GUATEQUE,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,5,0,0,0,HORTALIZA FRESCA
15,BOYACA,15511,PACHAVITA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,5,32,3200,100,HORTALIZA FRESCA
15,BOYACA,15090,BERBEO,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,4,3,200,80,HORTALIZA FRESCA
15,BOYACA,15897,ZETAQUIRA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,4,4,441,126,HORTALIZA FRESCA
15,BOYACA,15757,SOCHA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,3,0,0,0,HORTALIZA FRESCA
15,BOYACA,15368,JERICO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,3,2,16,8,HORTALIZA FRESCA
15,BOYACA,15759,SOGAMOSO,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,3,1,35,35,HORTALIZA FRESCA
15,BOYACA,15761,SOMONDOCO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,3,3,98,35,HORTALIZA FRESCA
15,BOYACA,15022,ALMEIDA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,3,3,219,73,HORTALIZA FRESCA
15,BOYACA,15531,PAUNA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,2,0,0,0,HORTALIZA FRESCA
15,BOYACA,15401,LA VICTORIA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,2,1,14,14,HORTALIZA FRESCA
15,BOYACA,15660,SAN EDUARDO,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,2,2,126,69.8,HORTALIZA FRESCA
15,BOYACA,15272,FIRAVITOBA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,0,8,160,20,HORTALIZA FRESCA
15,BOYACA,15514,PAEZ,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,0,3,208,83,HORTALIZA FRESCA
15,BOYACA,15810,TIPACOQUE,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,0,7,276,40,HORTALIZA FRESCA
17,CALDAS,17001,MANIZALES,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,122,108,2819,26.1,HORTALIZA FRESCA
17,CALDAS,17174,CHINCHINA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,73,70,1750,25,HORTALIZA FRESCA
17,CALDAS,17442,MARMATO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,45,1,2,2,HORTALIZA FRESCA
17,CALDAS,17013,AGUADAS,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,25,20,520,26,HORTALIZA FRESCA
17,CALDAS,17662,SAMANA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,20,12,240,20,HORTALIZA FRESCA
17,CALDAS,17867,VICTORIA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,20,15,278,18.5,HORTALIZA FRESCA
17,CALDAS,17050,ARANZAZU,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,15,15,450,30,HORTALIZA FRESCA
17,CALDAS,17042,ANSERMA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,14,13,221,17,HORTALIZA FRESCA
17,CALDAS,17042,ANSERMA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,13,12,384,32,HORTALIZA FRESCA
17,CALDAS,17777,SUPIA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,12,9,45,5,HORTALIZA FRESCA
17,CALDAS,17873,VILLAMARIA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,12,11,1430,130,HORTALIZA FRESCA
17,CALDAS,17088,BELALCAZAR,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,7,0,0,0,HORTALIZA FRESCA
17,CALDAS,17486,NEIRA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,7,7,84,12,HORTALIZA FRESCA
17,CALDAS,17524,PALESTINA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,6,6,120,20,HORTALIZA FRESCA
17,CALDAS,17877,VITERBO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,6,5,350,70,HORTALIZA FRESCA
17,CALDAS,17433,MANZANARES,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,6,7,770,110,HORTALIZA FRESCA
17,CALDAS,17614,RIOSUCIO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,5,3,54,18,HORTALIZA FRESCA
17,CALDAS,17388,LA MERCED,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,4,0,0,0,HORTALIZA FRESCA
17,CALDAS,17442,MARMATO,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,2,0,0,0,HORTALIZA FRESCA
17,CALDAS,17050,ARANZAZU,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,2,2,75,50,HORTALIZA FRESCA
17,CALDAS,17541,PENSILVANIA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,1,0,12,48,HORTALIZA FRESCA
17,CALDAS,17616,RISARALDA,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,1,1,25,25,HORTALIZA FRESCA
17,CALDAS,17653,SALAMINA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,1,4,100,25,HORTALIZA FRESCA
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,HORTALIZAS,TOMATE,TOMATE,TOMATE INVERNADERO,7270102,LYCOPERSICUM ESCULETUM,2018A,10,0,0,0,HORTALIZA FRESCA
18,CAQUETA,18205,CURILLO,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,2,1,24,30,HORTALIZA FRESCA
85,CASANARE,85400,TAMARA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,5,0,0,0,HORTALIZA FRESCA
85,CASANARE,85300,SABANALARGA,HORTALIZAS,TOMATE,TOMATE,TOMATE,7270101,LYCOPERSICUM ESCULETUM,2018A,1,1,36,40,HORTALIZA FRESCA
